Goal,Number of Players,Number of Rounds,End Result
[ ][*][ ][ ],4,4,Player 2 wins
[ ][*][ ][ ],4,4,Player 2 wins
[ ][*][ ][ ],4,9,Player 1 wins
[ ][*][ ][ ],4,9,Player 1 wins
[ ][*][ ][ ],4,9,Player 1 wins
[ ][*][ ][ ],4,9,Player 1 wins
[ ][*][ ][ ],4,9,Player 1 wins
[ ][*][ ][ ],4,9,Player 1 wins
[ ][*][ ][ ],4,9,Player 1 wins
[ ][*][ ][ ],4,9,Player 1 wins
[ ][*][ ][ ],4,9,Player 1 wins
[ ][*][ ][ ],4,9,Player 1 wins
[ ][*][ ][ ],4,9,Player 1 wins
[ ][*][ ][ ],4,7,Player 2 wins
[ ][*][ ][ ],4,7,Player 2 wins
[ ][*][ ][ ],4,7,Player 2 wins
[ ][*][ ][ ],4,7,Player 2 wins
[ ][*][ ][ ],4,7,Player 2 wins
[ ][*][ ][ ],4,7,Player 2 wins
[ ][*][ ][ ],4,7,Player 2 wins
[ ][*][ ][ ],4,7,Player 2 wins
[ ][*][ ][ ],4,7,Player 2 wins
[ ][*][ ][ ],4,7,Player 2 wins
[ ][*][ ][ ],4,7,Player 2 wins
[ ][*][ ][ ],4,7,Player 2 wins
[ ][*][ ][ ],4,12,Player 2 wins
[ ][*][ ][ ],4,12,Player 2 wins
[ ][*][ ][ ],4,12,Player 2 wins
[ ][*][ ][ ],4,12,Player 2 wins
[ ][*][ ][ ],4,23,Player 2 wins
[ ][*][ ][ ],4,4,Player 1 wins
[ ][*][ ][ ],4,4,Player 1 wins
[ ][*][ ][ ],4,4,Player 1 wins
[ ][*][ ][ ],4,4,Player 1 wins
[ ][*][ ][ ],4,4,Player 1 wins
[ ][*][ ][ ],4,4,Player 1 wins
[ ][*][ ][ ],4,4,Player 1 wins
[ ][*][ ][ ],4,4,Player 1 wins
[ ][*][ ][ ],4,4,Player 1 wins
[ ][*][ ][ ],4,4,Player 1 wins
[ ][*][ ][ ],4,4,Player 1 wins
[ ][*][ ][ ],4,4,Player 1 wins
[ ][*][ ][ ],4,4,Player 1 wins
[ ][*][ ][ ],4,4,Player 1 wins
[ ][*][ ][ ],4,11,Player 3 wins
[ ][*][ ][ ],4,11,Player 3 wins
[ ][*][ ][ ],4,11,Player 3 wins
[ ][*][ ][ ],4,11,Player 3 wins
[ ][*][ ][ ],4,26,Player 2 wins
[ ][*][ ][ ],4,14,Player 3 wins
[ ][*][ ][ ],4,14,Player 3 wins
[ ][*][ ][ ],4,10,Player 3 wins
[ ][*][ ][ ],4,10,Player 3 wins
[ ][*][ ][ ],4,10,Player 3 wins
[ ][*][ ][ ],4,10,Player 3 wins
[ ][*][ ][ ],4,9,Player 2 wins
[ ][*][ ][ ],4,9,Player 2 wins
[ ][*][ ][ ],4,9,Player 2 wins
[ ][*][ ][ ],4,9,Player 2 wins
[ ][*][ ][ ],4,9,Player 2 wins
[ ][*][ ][ ],4,12,Player 1 wins
[ ][*][ ][ ],4,12,Player 1 wins
[ ][*][ ][ ],4,15,Player 3 wins
[ ][*][ ][ ],4,15,Player 3 wins
[ ][*][ ][ ],4,15,Player 3 wins
[ ][*][ ][ ],4,13,Player 0 wins
[ ][*][ ][ ],4,13,Player 0 wins
[ ][*][ ][ ],4,8,Player 1 wins
[ ][*][ ][ ],4,8,Player 1 wins
[ ][*][ ][ ],4,8,Player 1 wins
[ ][*][ ][ ],4,8,Player 1 wins
[ ][*][ ][ ],4,15,Player 2 wins
[ ][*][ ][ ],4,15,Player 2 wins
[ ][*][ ][ ],4,36,Player 1 wins
[ ][*][ ][ ],4,15,Player 3 wins
[ ][*][ ][ ],4,18,Player 1 wins
[ ][*][ ][ ],4,12,Player 0 wins
[ ][*][ ][ ],4,12,Player 0 wins
[ ][*][ ][ ],5,12,Player 0 wins
[ ][*][ ][ ],5,8,Player 0 wins
[ ][*][ ][ ],5,8,Player 0 wins
[ ][*][ ][ ],5,8,Player 0 wins
[ ][*][ ][ ],5,8,Player 0 wins
[ ][*][ ][ ],5,8,Player 0 wins
[ ][*][ ][ ],5,8,Player 0 wins
[ ][*][ ][ ],5,8,Player 0 wins
[ ][*][ ][ ],5,18,Player 4 wins
[ ][*][ ][ ],5,16,Player 3 wins
[ ][*][ ][ ],5,14,Player 4 wins
[ ][*][ ][ ],5,14,Player 4 wins
[ ][*][ ][ ],5,11,Player 3 wins
[ ][*][ ][ ],5,11,Player 3 wins
[ ][*][ ][ ],5,11,Player 3 wins
[ ][*][ ][ ],5,7,Player 2 wins
[ ][*][ ][ ],5,7,Player 2 wins
[ ][*][ ][ ],5,7,Player 2 wins
[ ][*][ ][ ],5,7,Player 2 wins
[ ][*][ ][ ],5,12,Player 4 wins
[ ][*][ ][ ],5,12,Player 4 wins
[ ][*][ ][ ],5,12,Player 4 wins
[ ][*][ ][ ],5,12,Player 4 wins
[ ][*][ ][ ],5,12,Player 4 wins
[ ][*][ ][ ],5,12,Player 4 wins
[ ][*][ ][ ],5,12,Player 4 wins
[ ][*][ ][ ],5,9,Player 1 wins
[ ][*][ ][ ],5,9,Player 1 wins
[ ][*][ ][ ],5,9,Player 1 wins
[ ][*][ ][ ],5,9,Player 1 wins
[ ][*][ ][ ],5,15,Player 2 wins
[ ][*][ ][ ],5,15,Player 2 wins
[ ][*][ ][ ],5,11,Player 4 wins
[ ][*][ ][ ],5,11,Player 4 wins
[ ][*][ ][ ],5,11,Player 4 wins
[ ][*][ ][ ],5,10,Player 0 wins
[ ][*][ ][ ],5,10,Player 0 wins
[ ][*][ ][ ],5,10,Player 0 wins
[ ][*][ ][ ],5,10,Player 0 wins
[ ][*][ ][ ],5,11,Player 2 wins
[ ][*][ ][ ],5,11,Player 2 wins
[ ][*][ ][ ],5,11,Player 2 wins
[ ][*][ ][ ],5,20,Only action cards left
[ ][*][ ][ ],5,9,Player 0 wins
[ ][*][ ][ ],5,9,Player 0 wins
[ ][*][ ][ ],5,9,Player 0 wins
[ ][*][ ][ ],5,9,Player 0 wins
[ ][*][ ][ ],5,9,Player 0 wins
[ ][*][ ][ ],5,9,Player 0 wins
[ ][*][ ][ ],5,9,Player 0 wins
[ ][*][ ][ ],5,9,Player 0 wins
[ ][*][ ][ ],5,9,Player 0 wins
[ ][*][ ][ ],5,9,Player 0 wins
[ ][*][ ][ ],5,12,Player 3 wins
[ ][*][ ][ ],5,16,Player 0 wins
[ ][*][ ][ ],5,16,Player 0 wins
[ ][*][ ][ ],5,16,Player 1 wins
[ ][*][ ][ ],5,16,Player 1 wins
[ ][*][ ][ ],5,20,Player 2 wins
[ ][*][ ][ ],5,15,Player 2 wins
[ ][*][ ][ ],5,13,Player 3 wins
[ ][*][ ][ ],5,13,Player 3 wins
[ ][*][ ][ ],5,13,Player 3 wins
[ ][*][ ][ ],5,13,Player 3 wins
[ ][*][ ][ ],5,8,Player 1 wins
[ ][*][ ][ ],5,8,Player 1 wins
[ ][*][ ][ ],5,8,Player 1 wins
[ ][*][ ][ ],5,8,Player 1 wins
[ ][*][ ][ ],5,8,Player 1 wins
[ ][*][ ][ ],5,8,Player 1 wins
[ ][*][ ][ ],5,10,Player 2 wins
[ ][*][ ][ ],5,10,Player 2 wins
[ ][*][ ][ ],5,10,Player 2 wins
[ ][*][ ][ ],5,10,Player 2 wins
[ ][*][ ][ ],5,12,Player 4 wins
[ ][*][ ][ ],5,4,Player 2 wins
[ ][*][ ][ ],5,4,Player 2 wins
[ ][*][ ][ ],5,4,Player 2 wins
[ ][*][ ][ ],5,4,Player 2 wins
[ ][*][ ][ ],5,4,Player 2 wins
[ ][*][ ][ ],5,4,Player 2 wins
[ ][*][ ][ ],5,4,Player 2 wins
[ ][*][ ][ ],5,10,Player 2 wins
[ ][*][ ][ ],5,10,Player 2 wins
[ ][*][ ][ ],5,10,Player 2 wins
[ ][*][ ][ ],5,10,Player 2 wins
[ ][*][ ][ ],5,13,Player 2 wins
[ ][*][ ][ ],5,13,Player 2 wins
[ ][*][ ][ ],5,13,Player 2 wins
[ ][*][ ][ ],5,13,Player 2 wins
[ ][*][ ][ ],5,13,Player 3 wins
[ ][*][ ][ ],5,13,Player 3 wins
[ ][*][ ][ ],5,10,Player 0 wins
[ ][*][ ][ ],5,10,Player 0 wins
[ ][*][ ][ ],5,10,Player 0 wins
[ ][*][ ][ ],5,10,Player 0 wins
[ ][*][ ][ ],5,11,Player 0 wins
[ ][*][ ][ ],5,11,Player 0 wins
[ ][*][ ][ ],5,11,Player 0 wins
[ ][*][ ][ ],5,14,Player 2 wins
[ ][*][ ][ ],5,14,Player 2 wins
[ ][*][ ][ ],5,7,Player 1 wins
[ ][*][ ][ ],5,7,Player 1 wins
[ ][*][ ][ ],5,7,Player 1 wins
[ ][*][ ][ ],5,7,Player 1 wins
[ ][*][ ][ ],5,6,Player 3 wins
[ ][*][ ][ ],5,6,Player 3 wins
[ ][*][ ][ ],5,6,Player 3 wins
[ ][*][ ][ ],5,6,Player 3 wins
[ ][*][ ][ ],5,6,Player 3 wins
[ ][*][ ][ ],5,6,Player 3 wins
[ ][*][ ][ ],5,6,Player 3 wins
[ ][*][ ][ ],5,2,Player 1 wins
[ ][*][ ][ ],5,2,Player 1 wins
[ ][*][ ][ ],5,2,Player 1 wins
[ ][*][ ][ ],5,2,Player 1 wins
[ ][*][ ][ ],5,2,Player 1 wins
[ ][*][ ][ ],5,2,Player 1 wins
[ ][*][ ][ ],5,2,Player 1 wins
[ ][*][ ][ ],5,2,Player 1 wins
[ ][*][ ][ ],5,2,Player 1 wins
[ ][*][ ][ ],5,2,Player 1 wins
[ ][*][ ][ ],5,2,Player 1 wins
[ ][*][ ][ ],5,2,Player 1 wins
[ ][*][ ][ ],5,2,Player 1 wins
[ ][*][ ][ ],5,2,Player 1 wins
[ ][*][ ][ ],5,2,Player 1 wins
[ ][*][ ][ ],5,2,Player 1 wins
[ ][*][ ][ ],5,2,Player 1 wins
[ ][*][ ][ ],5,2,Player 1 wins
[ ][*][ ][ ],5,2,Player 1 wins
[ ][*][ ][ ],5,2,Player 1 wins
[ ][*][ ][ ],5,2,Player 1 wins
[ ][*][ ][ ],5,2,Player 1 wins
[ ][*][ ][ ],5,2,Player 1 wins
[ ][*][ ][ ],5,10,Player 1 wins
[ ][*][ ][ ],5,7,Player 0 wins
[ ][*][ ][ ],5,7,Player 0 wins
[ ][*][ ][ ],5,7,Player 0 wins
[ ][*][ ][ ],5,10,Player 0 wins
[ ][*][ ][ ],5,10,Player 0 wins
[ ][*][ ][ ],5,10,Player 0 wins
[ ][*][ ][ ],5,10,Player 0 wins
[ ][*][ ][ ],5,7,Player 1 wins
[ ][*][ ][ ],5,7,Player 1 wins
[ ][*][ ][ ],5,7,Player 1 wins
[ ][*][ ][ ],5,7,Player 1 wins
[ ][*][ ][ ],5,7,Player 1 wins
[ ][*][ ][ ],5,7,Player 1 wins
[ ][*][ ][ ],5,7,Player 1 wins
[ ][*][ ][ ],5,7,Player 1 wins
[ ][*][ ][ ],5,7,Player 1 wins
[ ][*][ ][ ],5,12,Player 0 wins
[ ][*][ ][ ],5,12,Player 0 wins
[ ][*][ ][ ],5,9,Player 0 wins
[ ][*][ ][ ],5,9,Player 0 wins
[ ][*][ ][ ],5,9,Player 0 wins
[ ][*][ ][ ],5,9,Player 0 wins
[ ][*][ ][ ],5,11,Player 4 wins
[ ][*][ ][ ],5,11,Player 4 wins
[ ][*][ ][ ],5,11,Player 4 wins
[ ][*][ ][ ],5,11,Player 4 wins
[ ][*][ ][ ],5,12,Player 3 wins
[ ][*][ ][ ],5,12,Player 3 wins
[ ][*][ ][ ],5,7,Player 1 wins
[ ][*][ ][ ],5,7,Player 1 wins
[ ][*][ ][ ],5,7,Player 1 wins
[ ][*][ ][ ],5,7,Player 1 wins
[ ][*][ ][ ],5,7,Player 1 wins
[ ][*][ ][ ],5,14,Player 2 wins
[ ][*][ ][ ],5,10,Player 2 wins
[ ][*][ ][ ],5,13,Player 2 wins
[ ][*][ ][ ],5,13,Player 2 wins
[ ][*][ ][ ],5,10,Player 4 wins
[ ][*][ ][ ],5,5,Player 0 wins
[ ][*][ ][ ],5,5,Player 0 wins
[ ][*][ ][ ],5,5,Player 0 wins
[ ][*][ ][ ],5,5,Player 0 wins
[ ][*][ ][ ],5,5,Player 0 wins
[ ][*][ ][ ],5,13,Player 0 wins
[ ][*][ ][ ],5,9,Player 2 wins
[ ][*][ ][ ],5,11,Player 0 wins
[ ][*][ ][ ],5,12,Player 4 wins
[ ][*][ ][ ],5,3,Player 1 wins
[ ][*][ ][ ],5,15,Player 1 wins
[ ][*][ ][ ],5,7,Player 2 wins
[ ][*][ ][ ],5,7,Player 2 wins
[ ][*][ ][ ],5,7,Player 2 wins
[ ][*][ ][ ],5,18,Player 3 wins
[ ][*][ ][ ],5,18,Player 3 wins
[ ][*][ ][ ],5,18,Player 3 wins
[ ][*][ ][ ],5,7,Player 2 wins
[ ][*][ ][ ],5,15,Player 4 wins
[ ][*][ ][ ],5,15,Player 4 wins
[ ][*][ ][ ],5,10,Player 3 wins
[ ][*][ ][ ],5,10,Player 3 wins
[ ][*][ ][ ],5,10,Player 3 wins
[ ][*][ ][ ],5,16,Only action cards left
[ ][*][ ][ ],5,9,Player 1 wins
[ ][*][ ][ ],5,9,Player 1 wins
[ ][*][ ][ ],5,14,Player 0 wins
[ ][*][ ][ ],5,14,Player 0 wins
[ ][*][ ][ ],5,8,Player 2 wins
[ ][*][ ][ ],5,8,Player 2 wins
[ ][*][ ][ ],5,8,Player 2 wins
[ ][*][ ][ ],5,8,Player 2 wins
[ ][*][ ][ ],5,8,Player 2 wins
[ ][*][ ][ ],5,8,Player 2 wins
[ ][*][ ][ ],5,8,Player 2 wins
[ ][*][ ][ ],5,8,Player 2 wins
[ ][*][ ][ ],5,16,Player 2 wins
[ ][*][ ][ ],5,16,Player 2 wins
[ ][*][ ][ ],5,6,Player 0 wins
[ ][*][ ][ ],5,6,Player 0 wins
[ ][*][ ][ ],5,6,Player 0 wins
[ ][*][ ][ ],5,6,Player 0 wins
[ ][*][ ][ ],5,6,Player 0 wins
[ ][*][ ][ ],5,6,Player 0 wins
[ ][*][ ][ ],5,6,Player 0 wins
[ ][*][ ][ ],5,6,Player 0 wins
[ ][*][ ][ ],5,6,Player 0 wins
[ ][*][ ][ ],5,6,Player 0 wins
[ ][*][ ][ ],5,6,Player 0 wins
[ ][*][ ][ ],5,12,Player 2 wins
[ ][*][ ][ ],5,12,Player 2 wins
[ ][*][ ][ ],5,19,Player 2 wins
[ ][*][ ][ ],5,9,Player 3 wins
[ ][*][ ][ ],5,9,Player 3 wins
[ ][*][ ][ ],5,18,Player 0 wins
[ ][*][ ][ ],5,8,Player 2 wins
[ ][*][ ][ ],5,7,Player 4 wins
[ ][*][ ][ ],5,7,Player 4 wins
[ ][*][ ][ ],5,10,Player 1 wins
[ ][*][ ][ ],5,10,Player 1 wins
[ ][*][ ][ ],5,10,Player 1 wins
[ ][*][ ][ ],5,14,Player 3 wins
[ ][*][ ][ ],5,14,Player 3 wins
[ ][*][ ][ ],5,14,Player 3 wins
[ ][*][ ][ ],5,26,Player 4 wins
[ ][*][ ][ ],5,23,Player 1 wins
[ ][*][ ][ ],5,7,Player 0 wins
[ ][*][ ][ ],5,7,Player 0 wins
[ ][*][ ][ ],5,7,Player 0 wins
[ ][*][ ][ ],5,12,Player 4 wins
[ ][*][ ][ ],5,12,Player 4 wins
[ ][*][ ][ ],5,12,Player 4 wins
[ ][*][ ][ ],5,16,Only action cards left
[ ][*][ ][ ],5,12,Player 4 wins
[ ][*][ ][ ],5,12,Player 4 wins
[ ][*][ ][ ],5,9,Player 4 wins
[ ][*][ ][ ],5,9,Player 4 wins
[ ][*][ ][ ],5,9,Player 4 wins
[ ][*][ ][ ],5,6,Player 3 wins
[ ][*][ ][ ],5,6,Player 3 wins
[ ][*][ ][ ],5,6,Player 3 wins
[ ][*][ ][ ],5,6,Player 3 wins
[ ][*][ ][ ],5,6,Player 3 wins
[ ][*][ ][ ],5,6,Player 3 wins
[ ][*][ ][ ],5,6,Player 3 wins
[ ][*][ ][ ],5,6,Player 3 wins
[ ][*][ ][ ],5,6,Player 3 wins
[ ][*][ ][ ],5,6,Player 3 wins
[ ][*][ ][ ],5,6,Player 3 wins
[ ][*][ ][ ],5,14,Player 0 wins
[ ][*][ ][ ],5,15,Player 4 wins
[ ][*][ ][ ],5,8,Player 4 wins
[ ][*][ ][ ],5,8,Player 4 wins
[ ][*][ ][ ],5,8,Player 4 wins
[ ][*][ ][ ],5,8,Player 4 wins
[ ][*][ ][ ],5,8,Player 4 wins
[ ][*][ ][ ],5,8,Player 4 wins
[ ][*][ ][ ],5,8,Player 4 wins
[ ][*][ ][ ],5,8,Player 4 wins
[ ][*][ ][ ],5,10,Player 2 wins
[ ][*][ ][ ],5,10,Player 2 wins
[ ][*][ ][ ],5,10,Player 2 wins
[ ][*][ ][ ],5,10,Player 2 wins
[ ][*][ ][ ],5,10,Player 2 wins
[ ][*][ ][ ],5,14,Player 4 wins
[ ][*][ ][ ],5,9,Player 1 wins
[ ][*][ ][ ],5,9,Player 1 wins
[ ][*][ ][ ],5,9,Player 3 wins
[ ][*][ ][ ],5,9,Player 3 wins
[ ][*][ ][ ],5,9,Player 3 wins
[ ][*][ ][ ],5,20,Only action cards left
[ ][*][ ][ ],5,9,Player 1 wins
[ ][*][ ][ ],5,9,Player 1 wins
[ ][*][ ][ ],5,9,Player 1 wins
[ ][*][ ][ ],5,15,Player 3 wins
[ ][*][ ][ ],5,6,Player 3 wins
[ ][*][ ][ ],5,6,Player 3 wins
[ ][*][ ][ ],5,6,Player 3 wins
[ ][*][ ][ ],5,4,Player 3 wins
[ ][*][ ][ ],5,4,Player 3 wins
[ ][*][ ][ ],5,4,Player 3 wins
[ ][*][ ][ ],5,4,Player 3 wins
[ ][*][ ][ ],5,4,Player 3 wins
[ ][*][ ][ ],5,4,Player 3 wins
[ ][*][ ][ ],5,4,Player 3 wins
[ ][*][ ][ ],5,4,Player 3 wins
[ ][*][ ][ ],6,9,Player 4 wins
[ ][*][ ][ ],6,9,Player 4 wins
[ ][*][ ][ ],6,6,Player 4 wins
[ ][*][ ][ ],6,6,Player 4 wins
[ ][*][ ][ ],6,6,Player 4 wins
[ ][*][ ][ ],6,6,Player 4 wins
[ ][*][ ][ ],6,7,Player 1 wins
[ ][*][ ][ ],6,7,Player 1 wins
[ ][*][ ][ ],6,7,Player 1 wins
[ ][*][ ][ ],6,7,Player 1 wins
[ ][*][ ][ ],6,7,Player 1 wins
[ ][*][ ][ ],6,7,Player 1 wins
[ ][*][ ][ ],6,7,Player 1 wins
[ ][*][ ][ ],6,7,Player 1 wins
[ ][*][ ][ ],6,10,Player 2 wins
[ ][*][ ][ ],6,10,Player 2 wins
[ ][*][ ][ ],6,10,Player 2 wins
[ ][*][ ][ ],6,10,Player 2 wins
[ ][*][ ][ ],6,10,Player 2 wins
[ ][*][ ][ ],6,13,Player 4 wins
[ ][*][ ][ ],6,13,Player 4 wins
[ ][*][ ][ ],6,12,Player 0 wins
[ ][*][ ][ ],6,7,Player 5 wins
[ ][*][ ][ ],6,7,Player 5 wins
[ ][*][ ][ ],6,7,Player 5 wins
[ ][*][ ][ ],6,7,Player 5 wins
[ ][*][ ][ ],6,7,Player 5 wins
[ ][*][ ][ ],6,7,Player 5 wins
[ ][*][ ][ ],6,7,Player 5 wins
[ ][*][ ][ ],6,17,Player 3 wins
[ ][*][ ][ ],6,17,Player 3 wins
[ ][*][ ][ ],6,9,Player 3 wins
[ ][*][ ][ ],6,9,Player 3 wins
[ ][*][ ][ ],6,7,Player 2 wins
[ ][*][ ][ ],6,7,Player 2 wins
[ ][*][ ][ ],6,7,Player 2 wins
[ ][*][ ][ ],6,7,Player 2 wins
[ ][*][ ][ ],6,7,Player 2 wins
[ ][*][ ][ ],6,12,Player 1 wins
[ ][*][ ][ ],6,12,Player 1 wins
[ ][*][ ][ ],6,10,Only action cards left
[ ][*][ ][ ],6,20,Only action cards left
[ ][*][ ][ ],6,7,Player 2 wins
[ ][*][ ][ ],6,7,Player 2 wins
[ ][*][ ][ ],6,7,Player 2 wins
[ ][*][ ][ ],6,3,Player 3 wins
[ ][*][ ][ ],6,3,Player 3 wins
[ ][*][ ][ ],6,3,Player 3 wins
[ ][*][ ][ ],6,3,Player 3 wins
[ ][*][ ][ ],6,3,Player 3 wins
[ ][*][ ][ ],6,3,Player 3 wins
[ ][*][ ][ ],6,3,Player 3 wins
[ ][*][ ][ ],6,3,Player 3 wins
[ ][*][ ][ ],6,3,Player 3 wins
[ ][*][ ][ ],6,3,Player 3 wins
[ ][*][ ][ ],6,3,Player 3 wins
[ ][*][ ][ ],6,3,Player 3 wins
[ ][*][ ][ ],6,3,Player 3 wins
[ ][*][ ][ ],6,3,Player 3 wins
[ ][*][ ][ ],6,3,Player 3 wins
[ ][*][ ][ ],6,9,Player 5 wins
[ ][*][ ][ ],6,9,Player 5 wins
[ ][*][ ][ ],6,9,Player 5 wins
[ ][*][ ][ ],6,4,Player 2 wins
[ ][*][ ][ ],6,4,Player 2 wins
[ ][*][ ][ ],6,4,Player 2 wins
[ ][*][ ][ ],6,4,Player 2 wins
[ ][*][ ][ ],6,4,Player 2 wins
[ ][*][ ][ ],6,4,Player 2 wins
[ ][*][ ][ ],6,4,Player 2 wins
[ ][*][ ][ ],6,4,Player 2 wins
[ ][*][ ][ ],6,4,Player 2 wins
[ ][*][ ][ ],6,4,Player 2 wins
[ ][*][ ][ ],6,4,Player 2 wins
[ ][*][ ][ ],6,4,Player 2 wins
[ ][*][ ][ ],6,4,Player 2 wins
[ ][*][ ][ ],6,4,Player 2 wins
[ ][*][ ][ ],6,4,Player 2 wins
[ ][*][ ][ ],6,4,Player 2 wins
[ ][*][ ][ ],6,4,Player 2 wins
[ ][*][ ][ ],6,4,Player 2 wins
[ ][*][ ][ ],6,12,Only action cards left
[ ][*][ ][ ],6,12,Only action cards left
[ ][*][ ][ ],6,8,Player 1 wins
[ ][*][ ][ ],6,8,Player 1 wins
[ ][*][ ][ ],6,8,Player 1 wins
[ ][*][ ][ ],6,8,Player 1 wins
[ ][*][ ][ ],6,8,Player 1 wins
[ ][*][ ][ ],6,9,Player 0 wins
[ ][*][ ][ ],6,8,Player 0 wins
[ ][*][ ][ ],6,8,Player 0 wins
[ ][*][ ][ ],6,13,Only action cards left
[ ][*][ ][ ],6,5,Player 2 wins
[ ][*][ ][ ],6,5,Player 2 wins
[ ][*][ ][ ],6,5,Player 2 wins
[ ][*][ ][ ],6,5,Player 2 wins
[ ][*][ ][ ],6,5,Player 2 wins
[ ][*][ ][ ],6,5,Player 2 wins
[ ][*][ ][ ],6,5,Player 2 wins
[ ][*][ ][ ],6,5,Player 2 wins
[ ][*][ ][ ],6,21,Player 4 wins
[ ][*][ ][ ],6,15,Player 1 wins
[ ][*][ ][ ],6,15,Player 1 wins
[ ][*][ ][ ],6,11,Player 3 wins
[ ][*][ ][ ],6,11,Player 3 wins
[ ][*][ ][ ],6,7,Player 5 wins
[ ][*][ ][ ],6,7,Player 5 wins
[ ][*][ ][ ],6,7,Player 5 wins
[ ][*][ ][ ],6,7,Player 5 wins
[ ][*][ ][ ],6,7,Player 5 wins
[ ][*][ ][ ],6,6,Player 0 wins
[ ][*][ ][ ],6,6,Player 0 wins
[ ][*][ ][ ],6,6,Player 0 wins
[ ][*][ ][ ],6,6,Player 0 wins
[ ][*][ ][ ],6,6,Player 0 wins
[ ][*][ ][ ],6,6,Player 0 wins
[ ][*][ ][ ],6,6,Player 0 wins
[ ][*][ ][ ],6,6,Player 0 wins
[ ][*][ ][ ],6,6,Player 0 wins
[ ][*][ ][ ],6,4,Player 4 wins
[ ][*][ ][ ],6,4,Player 4 wins
[ ][*][ ][ ],6,4,Player 4 wins
[ ][*][ ][ ],6,4,Player 4 wins
[ ][*][ ][ ],6,4,Player 4 wins
[ ][*][ ][ ],6,4,Player 4 wins
[ ][*][ ][ ],6,4,Player 4 wins
[ ][*][ ][ ],6,4,Player 4 wins
[ ][*][ ][ ],6,9,Player 3 wins
[ ][*][ ][ ],6,9,Player 3 wins
[ ][*][ ][ ],6,9,Player 3 wins
[ ][*][ ][ ],6,9,Player 3 wins
[ ][*][ ][ ],6,9,Player 3 wins
[ ][*][ ][ ],6,9,Player 3 wins
[ ][*][ ][ ],6,9,Player 3 wins
[ ][*][ ][ ],6,9,Player 3 wins
[ ][*][ ][ ],6,5,Player 1 wins
[ ][*][ ][ ],6,5,Player 1 wins
[ ][*][ ][ ],6,10,Player 4 wins
[ ][*][ ][ ],6,10,Player 4 wins
[ ][*][ ][ ],6,11,Player 4 wins
[ ][*][ ][ ],6,11,Player 4 wins
[ ][*][ ][ ],6,11,Player 4 wins
[ ][*][ ][ ],6,13,Player 5 wins
[ ][*][ ][ ],6,13,Player 5 wins
[ ][*][ ][ ],6,10,Player 0 wins
[ ][*][ ][ ],6,10,Player 0 wins
[ ][*][ ][ ],6,10,Player 0 wins
[ ][*][ ][ ],6,10,Player 0 wins
[ ][*][ ][ ],6,7,Player 0 wins
[ ][*][ ][ ],6,7,Player 0 wins
[ ][*][ ][ ],6,7,Player 0 wins
[ ][*][ ][ ],6,7,Player 0 wins
[ ][*][ ][ ],6,7,Player 0 wins
[ ][*][ ][ ],6,7,Player 0 wins
[ ][*][ ][ ],6,11,Player 3 wins
[ ][*][ ][ ],6,11,Player 3 wins
[ ][*][ ][ ],6,11,Player 3 wins
[ ][*][ ][ ],6,7,Player 0 wins
[ ][*][ ][ ],6,7,Player 0 wins
[ ][*][ ][ ],6,7,Player 0 wins
[ ][*][ ][ ],6,7,Player 0 wins
[ ][*][ ][ ],6,7,Player 0 wins
[ ][*][ ][ ],6,7,Player 0 wins
[ ][*][ ][ ],6,7,Player 0 wins
[ ][*][ ][ ],6,7,Player 0 wins
[ ][*][ ][ ],6,10,Only action cards left
[ ][*][ ][ ],6,10,Only action cards left
[ ][*][ ][ ],6,10,Only action cards left
[ ][*][ ][ ],6,18,Player 5 wins
[ ][*][ ][ ],6,13,Player 4 wins
[ ][*][ ][ ],6,13,Player 4 wins
[ ][*][ ][ ],6,11,Player 2 wins
[ ][*][ ][ ],6,11,Player 2 wins
[ ][*][ ][ ],6,11,Player 2 wins
[ ][*][ ][ ],6,8,Player 4 wins
[ ][*][ ][ ],6,8,Player 4 wins
[ ][*][ ][ ],6,8,Player 4 wins
[ ][*][ ][ ],6,8,Player 4 wins
[ ][*][ ][ ],6,8,Player 0 wins
[ ][*][ ][ ],6,8,Player 0 wins
[ ][*][ ][ ],6,8,Player 0 wins
[ ][*][ ][ ],6,8,Player 0 wins
[ ][*][ ][ ],6,13,Player 1 wins
[ ][*][ ][ ],6,8,Player 3 wins
[ ][*][ ][ ],6,8,Player 3 wins
[ ][*][ ][ ],6,8,Player 3 wins
[ ][*][ ][ ],6,8,Player 3 wins
[ ][*][ ][ ],6,8,Player 3 wins
[ ][*][ ][ ],6,4,Player 3 wins
[ ][*][ ][ ],6,4,Player 3 wins
[ ][*][ ][ ],6,4,Player 3 wins
[ ][*][ ][ ],6,4,Player 3 wins
[ ][*][ ][ ],6,4,Player 3 wins
[ ][*][ ][ ],6,4,Player 3 wins
[ ][*][ ][ ],6,4,Player 3 wins
[ ][*][ ][ ],6,4,Player 3 wins
[ ][*][ ][ ],6,4,Player 3 wins
[ ][*][ ][ ],6,4,Player 3 wins
[ ][*][ ][ ],6,4,Player 3 wins
[ ][*][ ][ ],6,4,Player 3 wins
[ ][*][ ][ ],6,13,Player 4 wins
[ ][*][ ][ ],6,13,Player 4 wins
[ ][*][ ][ ],6,13,Player 4 wins
[ ][*][ ][ ],6,8,Player 2 wins
